ID,RAdeg,DECdeg,Hmag,PhotFlag,Class_star,AGNflag,zphot,zspec,q_zspec,r_zspec,zbest,zphot_l68,zphot_u68,zphot_l95,zphot_u95,zAGN,M_neb_med,s_neb_med,M_med,s_med,M_14a_cons,M_11a_tau,M_6a_tau^NEB,M_13a_tau,M_12a_tau,M_6a_tau,M_2a_tau,M_15a,M_10c,M_14a_lin,M_14a_deltau,M_14a_tau,M_14a_inctau,M_14a,M_neb_med_lin,s_neb_med_lin,M_med_lin,s_med_lin
248,215.0529815,52.884754,23.7561,2,0.42,0,1.988,-99.0,-99,-99,1.988,1.51,2.21,1.34,2.37,-99.0,9.2392,0.101816,9.32385,0.213444,9.2053,9.33909,9.13925,9.45,9.1977,9.29776,8.957,9.48481,9.26,9.10823,9.13789,9.23013,9.18023,9.10823,9.18971,0.10128,9.2835,0.19392
252,215.1831965,52.9767958,24.5596,2,0.07,0,2.4,-99.0,-99,-99,2.4,1.95,2.63,1.38,2.83,-99.0,9.3397,0.083879,9.3996,0.060151,9.326,9.25624,9.42325,9.49,9.3702,9.35005,9.429,9.35353,9.3,9.21897,9.36086,9.34075,9.29289,9.34075,9.326,0.08767,9.3929,0.06428
255,215.0529507,52.8850384,23.9705,2,0.05,0,1.987,-99.0,-99,-99,1.987,1.9,2.25,1.4,2.34,-99.0,9.1511,0.340546,9.3983,0.106313,9.222,9.41067,8.74958,9.52,9.2856,9.33925,9.511,9.35816,9.36,9.07261,9.08243,9.22879,9.17824,9.07261,9.19537,0.27915,9.43356,0.10435
260,215.1721345,52.9692936,26.3756,0,0.36,0,0.902,-99.0,-99,-99,0.902,0.66,2.85,0.23,3.39,-99.0,7.5497,0.270358,7.2537,0.110039,7.5497,7.29548,7.83588,7.44,7.2537,7.20925,7.158,7.32773,7.52,7.46062,7.49632,7.56915,7.51283,7.54983,7.54973,0.30498,7.27251,0.10731
261,215.2801688,53.0450878,25.2006,0,0.07,0,2.017,-99.0,-99,-99,2.017,1.48,2.3,1.05,2.76,-99.0,9.1736,0.004257,9.27575,0.147258,9.1778,9.17259,9.16938,9.45,9.1609,9.27531,9.389,9.10151,8.85,9.0545,9.16655,9.22462,9.13459,9.22462,9.17259,0.00426,9.30981,0.13986
264,215.2548173,53.0271153,24.8971,0,0.0,0,1.624,-99.0,-99,-99,1.624,1.42,2.2,1.2,2.4,-99.0,8.9199,0.095003,8.43038,0.224585,8.8333,8.85211,9.00647,8.91,8.416,8.38274,8.385,8.47576,8.71,8.75501,8.83466,8.83527,8.81403,8.83344,8.92847,0.09452,8.43173,0.38475
268,215.1301862,52.9396921,25.2198,2,0.13,0,1.754,-99.0,-99,-99,1.754,1.28,2.06,0.55,2.55,-99.0,8.6759,0.112283,8.64444,0.280976,8.6782,8.78815,8.5636,8.8,8.4568,8.71071,9.152,8.48888,8.7,8.5809,8.59037,8.68478,8.6566,8.5809,8.69023,0.11005,8.67172,0.33428
269,215.2156792,52.9999735,26.2671,0,0.37,0,1.531,-99.0,-99,-99,1.531,1.26,1.95,0.95,2.39,-99.0,8.4594,0.112689,8.54808,0.142119,8.2922,8.45935,8.50664,8.6,8.4084,8.53033,8.722,8.37416,8.33,8.15498,8.25283,8.35919,8.24058,8.35919,8.43656,0.10892,8.56656,0.15357
270,215.247422,53.0206229,22.0473,0,0.03,0,1.905,-99.0,-99,-99,1.905,1.76,1.89,1.6,1.94,-99.0,10.8877,0.13241,10.8857,0.187926,10.7311,10.9844,10.7909,10.95,10.7941,10.7996,11.243,10.8434,10.69,-99.0,-99.0,-99.0,-99.0,-99.0,10.8355,0.15935,10.8801,0.27392
272,215.2807155,53.0456226,27.0457,0,0.38,0,1.368,-99.0,-99,-99,1.368,1.21,2.32,0.63,2.65,-99.0,7.1216,0.228115,7.27596,0.208378,7.3494,7.14517,6.89393,7.57,7.2961,7.25575,6.982,7.27531,7.44,7.21655,7.22219,7.36573,7.32317,7.21655,7.14517,0.21785,7.27531,0.22643
273,215.1835885,52.9771688,24.1094,2,0.0,0,1.712,-99.0,-99,-99,1.712,1.51,1.92,1.34,2.12,-99.0,9.3011,0.052534,9.2046,0.260431,9.2536,9.3402,9.3485,9.33,9.0792,9.28914,8.687,9.21714,9.2,9.16529,9.2611,9.26922,9.23439,9.2611,9.30366,0.05212,9.13618,0.17287
275,215.2593574,53.0305553,25.1375,0,0.01,0,1.519,-99.0,-99,-99,1.519,1.21,2.19,1.0,2.54,-99.0,8.8274,0.335794,8.59141,0.181081,8.5402,9.1194,8.53542,8.78,8.4824,8.44201,8.768,8.41482,8.66,8.44557,8.48292,8.5508,8.50329,8.54029,8.54018,0.29355,8.63481,0.17408
277,215.2117167,52.9972989,25.9308,0,0.35,0,1.319,-99.0,-99,-99,1.319,1.03,2.06,0.58,2.59,-99.0,7.4366,0.402119,8.33783,0.179662,7.9361,7.43659,7.14051,8.34,8.1225,8.33566,8.563,8.1401,8.26,7.78122,7.82999,7.95807,7.87108,7.78122,7.69959,0.31329,8.25145,0.18769
278,215.2936167,53.0545632,25.0085,0,0.01,0,1.925,-99.0,-99,-99,1.925,1.4,2.14,1.14,2.41,-99.0,9.1241,0.026309,9.24415,0.198372,9.1504,9.09786,9.12646,9.37,9.1183,9.14953,9.544,9.07925,9.12,9.0241,9.21003,9.21155,9.1051,9.21003,9.12646,0.02626,9.20184,0.23192
285,215.1798933,52.9748091,24.8916,0,0.07,0,2.4,-99.0,-99,-99,2.4,1.84,2.62,1.36,2.84,-99.0,9.236,0.112141,9.30306,0.092255,9.1993,9.12592,9.34616,9.38,9.2727,9.20112,9.405,9.22141,9.26,9.081,9.22883,9.24516,9.15257,9.24516,9.19931,0.11128,9.29971,0.09418
287,215.2383705,53.0161611,26.3817,0,0.06,0,1.53,-99.0,-99,-99,1.53,0.78,2.19,0.25,2.86,-99.0,7.8464,0.564866,8.51014,0.232687,8.3047,8.34547,7.34733,8.6,8.3055,8.51014,8.914,8.40773,8.3,8.16853,8.22747,8.34646,8.24497,8.34646,8.086,0.39112,8.51442,0.2963
291,215.1373533,52.945195,26.3117,0,0.37,0,1.173,-99.0,-99,-99,1.173,0.73,3.22,0.23,4.11,-99.0,7.9614,0.175342,8.01609,0.281357,7.8857,8.13124,7.79162,8.08,7.7854,7.73392,8.44,7.99478,7.58,7.77297,7.80845,7.90283,7.87477,7.88585,8.02561,0.2191,7.99478,0.43132
292,215.2836124,53.0469095,22.6044,0,0.03,0,1.885,-99.0,-99,-99,1.885,1.73,2.1,1.6,2.22,-99.0,10.2669,0.183917,10.1259,0.275146,10.0855,10.4484,10.3189,10.31,9.9419,10.0515,9.682,10.3492,10.3,10.129,10.0824,10.0295,10.1168,10.0295,10.3038,0.17181,10.1328,0.24216
293,215.1320815,52.9415567,25.9526,2,0.36,0,1.267,-99.0,-99,-99,1.267,0.86,2.2,0.28,2.96,-99.0,8.451,0.163371,8.52225,0.21699,8.1941,8.49731,8.45102,8.53,8.5145,8.47436,8.968,8.43867,7.33,8.06777,8.1532,8.30295,8.13387,8.30295,8.47478,0.12491,8.499,0.37427
296,215.0677367,52.8961533,25.9129,2,0.07,0,1.254,-99.0,-99,-99,1.254,0.88,2.81,0.3,3.35,-99.0,8.3319,0.126284,8.19501,0.214463,8.2181,8.42667,8.44576,8.32,8.3942,7.94581,8.379,8.01102,8.06,8.0977,8.13605,8.24484,8.16788,8.21822,8.34668,0.12569,8.23287,0.15877
300,215.1327484,52.9420692,25.3215,2,0.7,0,1.675,-99.0,-99,-99,1.675,1.83,2.26,1.27,2.47,-99.0,8.7046,0.277026,8.80595,0.297066,8.3392,8.64198,8.89237,8.84,8.6547,8.66642,9.375,8.7719,8.17,8.16892,8.35962,8.41117,8.28045,8.33925,8.64198,0.26232,8.80729,0.6096
302,215.2424534,53.0172962,23.3129,0,0.0,0,1.987,-99.0,-99,-99,1.987,1.9,1.99,1.85,2.05,-99.0,9.6646,0.313373,10.1389,0.06497,9.9469,9.9,9.3822,10.15,10.0657,10.1632,10.19,10.0407,9.89,9.72189,9.75407,9.9727,9.85974,9.72189,9.9,0.19055,10.1172,0.06462
304,215.0671297,52.8957355,24.9379,2,0.0,0,1.938,-99.0,-99,-99,1.938,1.32,2.6,1.01,2.96,-99.0,9.433,0.204508,9.39162,0.245772,9.2449,9.57209,9.62107,9.39,9.1839,9.59934,9.758,9.22217,9.35,9.16377,9.17672,9.24108,9.21698,9.24503,9.57209,0.14148,9.50716,0.27673
308,215.2945083,53.0549975,23.843,0,0.0,0,1.723,-99.0,-99,-99,1.723,1.45,1.99,1.34,2.09,-99.0,9.4336,0.048786,9.41224,0.268962,9.4804,9.38677,9.40976,9.5,9.3501,9.26055,9.947,9.39943,9.32,9.42005,9.4657,9.44542,9.4736,9.44542,9.4361,0.04891,9.43149,0.44591
317,215.1999008,52.9892612,24.6199,0,0.01,0,1.568,-99.0,-99,-99,1.568,1.38,2.01,1.11,2.26,-99.0,8.9518,0.075532,9.0663,0.206702,8.8833,9.02028,9.00689,9.08,8.7896,9.07445,9.343,8.92326,8.81,8.77629,8.89129,8.9213,8.83935,8.9213,8.95716,0.07444,9.0428,0.22025
318,215.0937665,52.9146467,24.9581,3,0.0,0,2.305,-99.0,-99,-99,2.305,2.23,2.77,1.79,2.93,-99.0,9.5734,0.244375,9.83131,0.109528,9.3454,9.72599,9.80134,9.87,9.7475,9.72973,9.978,9.73365,9.63,9.22905,9.27895,9.35365,9.29385,9.34557,9.63065,0.19413,9.80716,0.12055
321,215.2017173,52.9903961,24.3254,0,0.0,0,1.563,-99.0,-99,-99,1.563,1.37,1.72,0.89,1.82,-99.0,9.0258,0.085968,9.114,0.149082,8.9667,9.10472,8.94694,9.24,8.988,8.91025,9.243,9.07317,9.12,8.83483,8.8618,8.99062,8.92882,8.83483,8.96181,0.09987,9.13203,0.14755
324,215.2805762,53.0453146,23.0445,0,0.0,0,2.346,-99.0,-99,-99,2.346,2.11,2.33,1.93,2.37,-99.0,10.174,0.103543,10.2543,0.079877,10.174,10.0969,10.3019,10.33,10.1128,10.2435,10.265,10.2657,10.12,10.1345,10.2081,10.2037,10.1668,10.2037,10.174,0.10274,10.2599,0.07349
328,215.2681573,53.0374943,26.7751,0,0.37,0,2.011,-99.0,-99,-99,2.011,0.96,3.22,0.33,4.0,-99.0,8.0022,0.723926,8.76822,0.454607,8.0966,8.7241,7.28035,8.78,8.7541,8.79176,7.761,8.78235,8.97,7.96676,8.00606,8.10204,8.05005,7.96676,8.3003,0.42659,8.76845,0.18017
330,215.1133204,52.9285595,24.8081,2,0.0,0,1.621,-99.0,-99,-99,1.621,1.25,2.15,0.93,2.42,-99.0,8.8732,0.031223,8.97305,0.173314,8.8646,8.9114,8.85217,8.98,8.7676,8.96609,9.234,8.87225,8.71,8.78063,8.88339,8.88248,8.83179,8.88248,8.86465,0.0313,8.9217,0.22363
331,215.1096,52.9258273,24.6953,2,0.0,0,2.364,-99.0,-99,-99,2.364,1.93,2.55,1.43,2.77,-99.0,9.1714,0.023282,9.21193,0.137794,9.1668,9.19455,9.14829,9.38,9.0083,9.24304,9.279,9.18081,9.04,9.07096,9.18605,9.19713,9.13798,9.19713,9.17204,0.0233,9.23272,0.12451
337,215.2058302,52.9934983,24.3883,0,0.1,0,1.695,-99.0,-99,-99,1.695,2.2,2.49,2.02,2.58,-99.0,8.6929,0.072328,8.69907,0.555546,8.8032,8.66284,8.70286,8.84,8.6235,8.52802,9.859,8.58828,8.55,8.74285,8.75909,8.73295,8.81989,8.80335,8.70286,0.07237,8.72191,0.55555
338,215.2808078,53.046458,26.5982,0,0.35,0,1.801,-99.0,-99,-99,1.801,1.02,4.2,0.42,5.51,-99.0,8.8845,0.146604,8.76756,0.321596,8.7593,8.88451,9.05154,9.04,8.4813,8.49513,9.143,8.55443,8.85,8.61061,8.67423,8.7964,8.70567,8.75944,8.9534,0.14298,8.86181,0.30693
343,215.0327595,52.8717966,24.787,2,0.02,0,1.698,-99.0,-99,-99,1.698,1.56,1.87,1.22,2.27,-99.0,9.1379,0.290374,9.29545,0.059835,9.1379,9.48787,8.91153,9.28,9.3237,9.21352,9.372,9.26719,9.38,9.0608,9.06732,9.13906,9.11626,9.0608,9.28902,0.26275,9.29637,0.05989
344,215.2837234,53.0485456,26.8234,0,0.35,0,1.768,-99.0,-99,-99,1.768,1.2,2.61,0.61,3.24,-99.0,8.2936,0.231155,8.457,0.109943,8.0933,8.49396,8.49346,8.68,8.4144,8.4682,8.457,8.41933,7.99,7.97696,8.05223,8.14208,8.02274,8.14208,8.42277,0.21598,8.44445,0.14147
347,215.160438,52.9618807,24.6936,2,0.06,0,1.962,-99.0,-99,-99,1.962,1.41,2.38,1.09,2.68,-99.0,8.9411,0.174757,9.03751,0.25279,9.0361,9.19528,8.84621,9.24,8.7778,9.24748,9.305,8.83502,9.0,8.97815,8.99114,9.04469,9.01472,9.03618,9.05491,0.17342,9.11692,0.23764
350,215.2911797,53.0536579,25.2945,0,0.0,0,1.899,-99.0,-99,-99,1.899,1.69,2.38,1.27,2.6,-99.0,8.4707,0.610866,9.09215,0.125423,8.6958,9.06754,7.87379,9.15,9.0343,9.02735,9.331,9.07915,8.42,8.55158,8.61091,8.72248,8.63367,8.6959,8.79346,0.38536,9.11602,0.15712
352,215.2557215,53.028857,25.1518,0,0.0,0,2.388,-99.0,-99,-99,2.388,1.8,2.72,0.53,2.93,-99.0,8.9286,0.135854,9.01,0.084737,8.9335,9.06439,8.79274,9.12,8.962,8.90053,9.058,9.01624,8.96,8.86072,8.88265,8.94506,8.90523,8.94506,8.90234,0.13187,9.01265,0.08375
353,215.0357593,52.8739834,24.5666,2,0.0,0,2.404,-99.0,-99,-99,2.404,2.55,2.78,2.43,2.9,-99.0,10.1051,0.15484,10.1693,0.135991,9.8598,10.1051,10.1461,10.23,10.1087,10.1569,10.451,10.1557,9.97,9.72693,9.82482,9.90725,9.81783,9.85991,10.0674,0.14697,10.195,0.18988
354,215.0905066,52.9128811,27.2977,3,0.09,0,1.765,-99.0,-99,-99,1.765,1.42,2.63,0.77,2.93,-99.0,8.8356,0.386611,8.31343,0.422378,8.455,8.71771,9.21617,8.35,8.1969,9.20058,8.235,8.27685,8.94,8.34594,8.35936,8.45877,8.41669,8.45513,8.98455,0.30801,8.2963,0.42238
355,215.2404901,53.0178657,24.9413,0,0.05,0,2.151,-99.0,-99,-99,2.151,1.42,2.39,1.13,2.75,-99.0,8.8495,0.210007,9.0463,0.182673,8.9062,9.05694,8.64207,9.15,8.9426,8.96332,9.382,9.00728,9.0,8.7997,8.84539,8.92582,8.86576,8.90636,8.89727,0.19305,9.08448,0.23897
361,215.2439105,53.0204363,24.6449,0,0.0,0,1.945,-99.0,-99,-99,1.945,1.79,2.39,1.6,2.86,-99.0,10.1649,0.152691,10.1943,0.276027,10.0128,10.317,10.1418,10.27,10.0212,10.1284,10.719,10.1186,10.22,9.90148,10.054,10.0988,9.96076,10.0988,10.1418,0.15704,10.2049,0.43713
364,215.2978314,53.0585667,25.2186,0,0.0,0,1.718,-99.0,-99,-99,1.718,1.38,1.94,1.04,2.16,-99.0,8.7102,0.071382,8.86,0.194841,8.775,8.65833,8.64542,8.94,8.594,8.875,9.126,8.79736,8.67,8.69477,8.7458,8.77998,8.74268,8.77998,8.71503,0.07126,8.93683,0.20318
365,214.9763878,52.8322701,26.3328,2,0.48,0,2.47,-99.0,-99,-99,2.47,1.49,4.82,0.64,5.63,-99.0,9.3045,0.214776,8.99772,0.231876,9.1263,9.11598,9.49304,9.06,8.8909,8.99528,9.469,8.93544,9.24,9.01946,9.03479,9.16208,9.04734,9.12642,9.34575,0.2025,9.00217,0.39122
366,215.2022245,52.9909796,23.2306,0,0.02,0,1.86,-99.0,-99,-99,1.86,1.62,1.81,1.54,2.16,-99.0,9.7636,0.116611,9.68409,0.128418,9.6317,9.86422,9.76358,9.82,9.5373,9.80236,9.661,9.57671,9.64,9.65571,9.66552,9.64871,9.628,9.64871,9.76346,0.11356,9.69554,0.12494
368,215.1097131,52.9263674,24.5804,2,0.0,0,1.468,-99.0,-99,-99,1.468,1.33,1.87,1.09,2.11,-99.0,9.0487,0.145356,9.05071,0.040222,8.9051,9.19217,9.08849,9.06,9.0444,8.97506,9.08,9.05702,8.93,8.7855,8.93233,8.95175,8.86636,8.93233,9.07194,0.13886,9.05076,0.03724
369,215.2606429,53.0327172,25.9743,0,0.34,0,1.374,-99.0,-99,-99,1.374,0.86,2.41,0.36,2.84,-99.0,7.9775,0.352908,8.07614,0.180911,8.1268,8.31973,7.63528,8.38,8.0653,8.077,7.875,8.08525,8.09,7.99976,8.03368,8.15364,8.07789,7.99976,8.11376,0.269,8.077,0.22549
376,215.0660016,52.8953643,24.0859,2,0.01,0,1.635,-99.0,-99,-99,1.635,1.4,2.08,1.21,2.29,-99.0,9.4254,0.107572,9.31335,0.06002,9.2602,9.46211,9.42537,9.34,9.281,9.35545,9.388,9.2387,9.15,9.17207,9.25489,9.25676,9.24547,9.25489,9.42537,0.10432,9.31978,0.05682
382,215.179943,52.9757071,24.8288,0,0.0,0,1.719,-99.0,-99,-99,1.719,1.43,1.96,1.1,2.15,-99.0,9.1655,0.0891,9.08192,0.053152,9.0765,9.17176,9.25455,9.18,9.0903,9.08314,9.036,9.07353,9.09,9.00187,9.06341,9.07492,9.05307,9.07661,9.17458,0.08782,9.08674,0.05711
383,215.2628679,53.0344258,25.7593,0,0.35,0,1.815,-99.0,-99,-99,1.815,1.09,2.59,0.47,2.96,-99.0,8.4657,0.560401,8.6088,0.325308,8.4657,8.51518,7.52074,8.69,8.5276,8.5172,9.289,8.57685,7.47,8.34994,8.38603,8.48214,8.41404,8.46581,8.25605,0.23885,8.6371,0.70262
385,215.107809,52.9247751,22.4292,2,0.03,0,1.695,-99.0,-99,-99,1.695,1.53,1.78,1.37,1.83,-99.0,10.7132,0.047487,10.719,0.125982,-99.0,10.7636,10.6964,10.73,10.6678,10.6974,10.978,10.7079,10.84,-99.0,-99.0,-99.0,-99.0,-99.0,10.7313,0.04739,10.7166,0.17183
386,215.2308483,53.0114309,24.1408,2,0.0,0,1.745,-99.0,-99,-99,1.745,1.67,1.99,1.52,2.22,-99.0,9.4491,0.134952,9.4725,0.05662,9.3319,9.33354,9.56644,9.45,9.438,9.52035,9.507,9.38005,9.37,9.26705,9.28733,9.32147,9.30514,9.26705,9.3327,0.17841,9.45293,0.0542
389,215.2680246,53.0380202,25.6433,0,0.01,0,1.92,-99.0,-99,-99,1.92,1.23,2.43,0.81,2.73,-99.0,8.7355,0.271291,9.0563,0.152369,8.5694,9.10704,8.90157,9.09,9.0329,9.05115,9.375,8.9967,8.93,8.47007,8.50507,8.57313,8.53074,8.56952,8.90157,0.24761,9.07101,0.21098
391,215.2589407,53.0311752,23.1798,0,0.0,0,1.706,-99.0,-99,-99,1.706,1.64,1.94,1.54,2.06,-99.0,10.0476,0.062906,10.017,0.102734,9.9853,10.1099,10.063,10.02,9.9548,10.0792,10.175,9.91588,9.96,9.89418,9.97266,10.0014,9.97522,10.0014,10.0521,0.06218,10.0214,0.10324
393,215.1428229,52.9493755,24.247,2,0.0,0,1.754,-99.0,-99,-99,1.754,1.21,2.09,1.0,2.31,-99.0,9.321,0.047154,9.34558,0.187035,9.2739,9.36819,9.32098,9.44,9.2424,9.25115,9.676,9.26463,9.24,9.18167,9.26757,9.31665,9.23778,9.31665,9.32359,0.04852,9.3107,0.24259
394,215.250708,53.0253731,23.6985,0,0.07,0,1.434,-99.0,-99,-99,1.434,1.31,1.77,1.16,1.99,-99.0,9.3272,0.11397,9.2902,0.071902,9.2133,9.44121,9.32428,9.42,9.2902,9.23198,9.336,9.27226,9.38,9.11205,9.21294,9.22206,9.19174,9.21341,9.34204,0.11186,9.30952,0.07973
395,215.2824706,53.0477216,24.3739,0,0.0,0,1.438,-99.0,-99,-99,1.438,1.28,1.56,1.18,1.86,-99.0,9.0117,0.058055,9.10375,0.14133,8.9606,9.06272,9.05956,9.15,9.0575,9.02366,9.363,9.03663,8.97,8.83071,8.97155,9.01047,8.91466,8.97155,9.01467,0.05183,9.097,0.18492
400,215.2161902,53.0015473,24.4471,0,0.0,0,1.653,-99.0,-99,-99,1.653,1.6,1.76,1.51,1.79,-99.0,9.1097,0.147575,9.13901,0.091276,8.9606,9.11113,9.25575,9.13,9.0963,9.29798,9.204,9.07401,8.98,8.95752,8.94775,8.95687,8.96048,8.96074,9.13279,0.12521,9.16109,0.09972
401,215.1431805,52.9504038,25.2198,2,0.07,0,1.844,-99.0,-99,-99,1.844,1.1,2.29,0.66,2.67,-99.0,8.768,0.024523,8.7858,0.106833,8.7435,8.79251,8.76701,8.92,8.6966,8.67679,8.875,8.78964,7.76,8.64843,8.6701,8.75193,8.71271,8.64843,8.76869,0.02451,8.8152,0.10998
404,215.1837624,52.9786563,24.1503,0,0.0,0,1.972,-99.0,-99,-99,1.972,1.51,2.01,1.36,2.19,-99.0,9.4359,0.036337,9.48713,0.058977,9.4009,9.41878,9.47085,9.59,9.436,9.49527,9.479,9.46048,9.45,9.35734,9.42713,9.41102,9.39161,9.41102,9.43729,0.03643,9.47405,0.06505
405,215.1036738,52.922312,23.9339,2,0.0,0,1.609,-99.0,-99,-99,1.609,1.21,1.95,1.05,2.17,-99.0,9.3574,0.04959,9.2718,0.100087,9.3103,9.40451,9.38417,9.38,9.1636,9.23325,9.378,9.20938,9.2,9.23648,9.29762,9.29215,9.29519,9.29215,9.35994,0.04643,9.30182,0.09669
406,215.0920071,52.9140593,24.0229,3,0.03,0,2.495,-99.0,-99,-99,2.495,2.24,2.6,2.03,2.74,-99.0,10.4981,0.128765,10.5854,0.086154,10.4086,10.3675,10.6082,10.6,10.5709,10.5625,10.766,10.5706,10.34,10.3069,10.5414,10.5476,10.3918,10.5476,10.5043,0.12742,10.5855,0.1056
409,215.2615858,53.033459,24.799,0,0.0,0,2.109,-99.0,-99,-99,2.109,1.43,2.31,1.21,2.52,-99.0,9.233,0.069737,9.35545,0.176627,9.1632,9.30268,9.23477,9.38,9.3309,9.40036,9.712,9.24746,9.31,9.03275,9.11769,9.19322,9.10658,9.19322,9.23665,0.06917,9.3903,0.24778
413,215.2925283,53.0550861,24.7877,0,0.01,0,1.904,-99.0,-99,-99,1.904,1.39,2.13,1.17,2.4,-99.0,9.1316,0.036048,9.2389,0.121578,9.129,9.09558,9.16761,9.29,9.2134,9.1878,9.465,9.1656,9.12,9.03817,9.12225,9.15465,9.09298,9.15465,9.129,0.03618,9.25339,0.14861
426,215.2467607,53.0235712,26.5764,0,0.35,0,2.063,-99.0,-99,-99,2.063,0.8,3.53,0.25,4.29,-99.0,8.3332,0.181842,8.55265,0.269843,8.4327,8.59689,8.23376,8.56,8.5502,8.44607,9.028,8.31292,7.94,8.31207,8.35333,8.4457,8.39589,8.43276,8.45222,0.17996,8.55757,0.42628
429,214.9798019,52.8354034,24.3762,2,0.0,0,1.942,-99.0,-99,-99,1.942,1.63,2.53,1.38,2.75,-99.0,9.2002,0.161045,9.1746,0.311204,9.0672,9.20019,9.38775,8.97,9.1909,8.88213,9.684,9.1583,9.02,9.00191,9.00408,9.07235,9.05033,9.06732,9.2564,0.15636,9.08443,0.48472
431,215.0889463,52.9126644,26.4174,3,0.08,0,1.977,-99.0,-99,-99,1.977,1.17,2.74,0.52,3.24,-99.0,8.3701,0.241031,8.65063,0.187734,8.2403,8.70724,8.37014,8.66,8.8255,8.50188,8.325,8.64127,8.79,8.09557,8.16436,8.29074,8.18933,8.24036,8.53371,0.26969,8.64127,0.16927
432,215.2627498,53.0348517,26.5533,0,0.35,0,2.139,-99.0,-99,-99,2.139,0.88,4.11,0.28,5.28,-99.0,7.9305,0.738604,8.5699,0.300546,8.5353,8.58137,7.27967,8.77,8.3302,8.4618,9.052,8.40941,8.46,8.40853,8.4523,8.58902,8.50624,8.40853,8.3015,0.31827,8.64268,0.37861
433,215.1134151,52.9295354,24.0163,2,0.0,0,2.091,-99.0,-99,-99,2.091,1.89,2.46,1.63,2.63,-99.0,9.4498,0.19354,9.64355,0.057309,9.3651,9.36658,9.70105,9.6,9.6527,9.75174,9.637,9.6344,9.6,9.36507,9.36034,9.3394,9.36103,9.3394,9.56477,0.18457,9.6527,0.06236
434,215.2647466,53.036291,26.3769,0,0.35,0,1.558,-99.0,-99,-99,1.558,0.95,2.46,0.38,3.27,-99.0,8.3658,0.116412,8.52268,0.120987,8.2858,8.33497,8.50745,8.65,8.5218,8.5253,8.647,8.35438,7.52,8.15668,8.30351,8.36874,8.23194,8.36874,8.33497,0.11566,8.52687,0.10279
449,215.1730131,52.9720351,26.8589,0,0.35,0,2.77,-99.0,-99,-99,2.77,0.8,3.53,0.26,4.21,-99.0,8.5516,0.046912,8.59401,0.096081,8.4981,8.55909,8.59028,8.7,8.5007,8.4609,8.626,8.58767,8.27,8.38842,8.42694,8.51788,8.46529,8.49817,8.55909,0.0452,8.56785,0.09738
450,215.2445243,53.0222547,26.5374,0,0.36,0,2.5,-99.0,-99,-99,2.5,1.87,3.05,0.98,3.33,-99.0,8.4742,0.078538,8.71848,0.254214,8.3958,8.46562,8.55255,8.74,8.848,8.57334,9.204,8.60459,6.75,8.26929,8.43836,8.4897,8.35476,8.4897,8.46562,0.07805,8.74313,0.35024
451,215.0014126,52.8508903,25.7603,2,0.08,0,1.108,-99.0,-99,-99,1.108,0.75,2.54,0.29,2.94,-99.0,8.0076,0.277604,7.96777,0.50808,8.0342,8.48626,7.98109,8.09,7.8016,7.84553,9.008,7.86224,8.12,7.93892,7.97127,8.04836,8.00206,8.03429,8.03419,0.25528,7.99088,0.50808
454,215.1268405,52.9391206,24.4113,2,0.0,0,2.083,-99.0,-99,-99,2.083,1.41,2.26,1.16,2.36,-99.0,9.3282,0.030343,9.49265,0.095542,9.3282,9.37328,9.31555,9.62,9.3653,9.42292,9.502,9.47057,9.4,9.20755,9.3226,9.42153,9.28316,9.42153,9.34537,0.03102,9.46426,0.09947
459,214.9933796,52.8452934,25.3615,2,0.39,0,1.82,-99.0,-99,-99,1.82,1.11,2.5,0.53,2.8,-99.0,8.6433,0.317939,8.56459,0.40344,8.5125,8.95214,8.33445,8.76,8.3569,8.38148,9.319,8.46666,5.25,8.38807,8.43967,8.52913,8.46659,8.38807,8.74494,0.48693,8.76,0.84659
462,215.2669562,53.0369601,22.399,2,0.05,0,1.8,-99.0,-99,-99,1.8,1.68,1.77,1.63,1.82,-99.0,10.4678,0.018155,10.5612,0.098739,10.4687,10.4368,10.4678,10.65,10.4724,10.4717,10.654,10.4711,10.34,10.3635,-99.0,10.471,-99.0,10.471,10.453,0.01814,10.5701,0.09762
468,215.0854804,52.9101368,24.0689,3,0.0,0,1.959,-99.0,-99,-99,1.959,1.48,2.27,1.28,2.49,-99.0,9.2,0.069379,9.3552,0.137085,9.1164,9.25406,9.20003,9.39,9.248,9.34361,9.567,9.223,9.18,9.07409,9.09272,9.12873,9.10223,9.12873,9.19065,0.0685,9.36742,0.15944
470,215.0904208,52.9133763,22.8101,3,0.02,0,1.911,-99.0,-99,-99,1.911,1.94,2.16,1.84,2.31,-99.0,11.0034,0.071262,11.0978,0.089468,10.9358,11.071,11.0426,11.12,11.0813,11.0477,11.271,11.0699,11.03,10.8217,-99.0,-99.0,10.9258,-99.0,11.0426,0.07007,11.1011,0.10896
473,215.1436592,52.9513392,23.7412,0,0.0,0,1.807,-99.0,-99,-99,1.807,1.86,2.07,1.74,2.25,-99.0,9.9215,0.181783,10.1321,0.139145,9.93,9.89576,10.2263,10.04,10.0399,10.2243,10.366,10.1141,10.25,9.83233,9.8372,9.93687,9.91398,9.83233,10.0918,0.17597,10.1575,0.15117
